ㅎ,2425,3582,3699,XSA,*,F,ㅎ,*,*,*,*
같,2425,3583,5335,XSA,*,T,같,*,*,*,*
나,2425,3582,7781,XSA,*,F,나,*,*,*,*
답,2425,3583,3645,XSA,*,T,답,*,*,*,*
되,2425,3582,5329,XSA,*,F,되,*,*,*,*
롭,2425,3583,1941,XSA,*,T,롭,*,*,*,*
만하,2425,3582,4823,XSA,*,F,만하,*,*,*,*
못마땅하,2425,3582,3699,XSA,*,F,못마땅하,*,*,*,*
스러,2425,3582,4072,XSA,*,F,스러,*,*,*,*
스럽,2425,3583,1098,XSA,*,T,스럽,*,*,*,*
시럽,2425,3583,3738,XSA,*,T,시럽,*,*,*,*
엄청나,2425,3582,3408,XSA,*,F,엄청나,*,*,*,*
지,2425,3582,7231,XSA,*,F,지,*,*,*,*
친하,2425,3582,3842,XSA,*,F,친하,*,*,*,*
틱하,2425,3582,3700,XSA,*,F,틱하,*,*,*,*
편하,2425,3582,3764,XSA,*,F,편하,*,*,*,*
하,2425,3582,2233,XSA,*,F,하,*,*,*,*
한,2425,3583,7180,XSA,*,T,한,*,*,*,*
허,2425,3582,5367,XSA,*,F,허,*,*,*,*
혀,2425,3582,4703,XSA,*,F,혀,*,*,*,*
