!,1794,3555,3559,SF,*,*,*,*,*,*,*
(,1800,3560,-1362,SSO,*,*,*,*,*,*,*
),1799,3559,-1788,SSC,*,*,*,*,*,*,*
",",1792,3553,883,SC,*,*,*,*,*,*,*
.,1794,3555,3559,SF,*,*,*,*,*,*,*
/,1792,3553,883,SC,*,*,*,*,*,*,*
:,1792,3553,883,SC,*,*,*,*,*,*,*
?,1794,3555,3559,SF,*,*,*,*,*,*,*
[,1800,3560,-1362,SSO,*,*,*,*,*,*,*
],1799,3559,-1788,SSC,*,*,*,*,*,*,*
·,1792,3553,883,SC,*,*,*,*,*,*,*
“,1800,3560,-1362,SSO,*,*,*,*,*,*,*
”,1799,3559,-1788,SSC,*,*,*,*,*,*,*
…,1793,3554,-1029,SE,*,*,*,*,*,*,*
「,1800,3560,-1362,SSO,*,*,*,*,*,*,*
」,1799,3559,-1788,SSC,*,*,*,*,*,*,*
