가,2423,3578,6770,XPN,*,F,가,*,*,*,*
개,2423,3578,6939,XPN,*,F,개,*,*,*,*
건,2423,3579,6768,XPN,*,T,건,*,*,*,*
고,2423,3578,5319,XPN,*,F,고,*,*,*,*
공,2423,3579,6901,XPN,*,T,공,*,*,*,*
과,2423,3578,6260,XPN,*,F,과,*,*,*,*
구,2423,3578,5801,XPN,*,F,구,*,*,*,*
급,2423,3579,7111,XPN,*,T,급,*,*,*,*
날,2423,3579,6798,XPN,*,T,날,*,*,*,*
남,2423,3579,6957,XPN,*,T,남,*,*,*,*
냉,2423,3579,5571,XPN,*,T,냉,*,*,*,*
네,2423,3578,5998,XPN,*,F,네,*,*,*,*
노,2423,3578,7232,XPN,*,F,노,*,*,*,*
늦,2423,3579,4601,XPN,*,T,늦,*,*,*,*
다,2423,3578,7695,XPN,*,F,다,*,*,*,*
단,2423,3579,7472,XPN,*,T,단,*,*,*,*
대,2423,3578,4540,XPN,*,F,대,*,*,*,*
덧,2423,3579,4029,XPN,*,T,덧,*,*,*,*
맏,2423,3579,2500,XPN,*,T,맏,*,*,*,*
맞,2423,3579,6032,XPN,*,T,맞,*,*,*,*
맨,2423,3579,3639,XPN,*,T,맨,*,*,*,*
명,2423,3579,6209,XPN,*,T,명,*,*,*,*
몰,2423,3579,5768,XPN,*,T,몰,*,*,*,*
무,2423,3578,3791,XPN,*,F,무,*,*,*,*
미,2423,3578,6435,XPN,*,F,미,*,*,*,*
민,2423,3579,6974,XPN,*,T,민,*,*,*,*
반,2423,3579,4752,XPN,*,T,반,*,*,*,*
범,2423,3579,5461,XPN,*,T,범,*,*,*,*
별,2423,3579,6622,XPN,*,T,별,*,*,*,*
본,2423,3579,6673,XPN,*,T,본,*,*,*,*
부,2423,3578,5266,XPN,*,F,부,*,*,*,*
불,2423,3579,3253,XPN,*,T,불,*,*,*,*
비,2423,3578,3509,XPN,*,F,비,*,*,*,*
사,2423,3578,7631,XPN,*,F,사,*,*,*,*
새,2423,3578,6940,XPN,*,F,새,*,*,*,*
샛,2423,3579,4367,XPN,*,T,샛,*,*,*,*
생,2423,3579,4334,XPN,*,T,생,*,*,*,*
선,2423,3579,6518,XPN,*,T,선,*,*,*,*
성,2423,3579,6991,XPN,*,T,성,*,*,*,*
소,2423,3578,5779,XPN,*,F,소,*,*,*,*
신,2423,3579,3965,XPN,*,T,신,*,*,*,*
실,2423,3579,7163,XPN,*,T,실,*,*,*,*
쌩,2423,3579,4210,XPN,*,T,쌩,*,*,*,*
악,2423,3579,5952,XPN,*,T,악,*,*,*,*
양,2423,3579,6516,XPN,*,T,양,*,*,*,*
여,2423,3578,7571,XPN,*,F,여,*,*,*,*
역,2423,3579,6257,XPN,*,T,역,*,*,*,*
연,2423,3579,8024,XPN,*,T,연,*,*,*,*
온,2423,3579,6985,XPN,*,T,온,*,*,*,*
왕,2423,3579,5728,XPN,*,T,왕,*,*,*,*
원,2423,3579,7099,XPN,*,T,원,*,*,*,*
유,2423,3578,7824,XPN,*,F,유,*,*,*,*
잔,2423,3579,6312,XPN,*,T,잔,*,*,*,*
잡,2423,3579,5954,XPN,*,T,잡,*,*,*,*
재,2423,3578,3533,XPN,*,F,재,*,*,*,*
저,2423,3578,5179,XPN,*,F,저,*,*,*,*
정,2423,3579,7138,XPN,*,T,정,*,*,*,*
제,2423,3578,4446,XPN,*,F,제,*,*,*,*
조,2423,3578,6764,XPN,*,F,조,*,*,*,*
주,2423,3578,6484,XPN,*,F,주,*,*,*,*
준,2423,3579,4520,XPN,*,T,준,*,*,*,*
중,2423,3579,7474,XPN,*,T,중,*,*,*,*
진,2423,3579,7203,XPN,*,T,진,*,*,*,*
짝,2423,3579,5314,XPN,*,T,짝,*,*,*,*
차,2423,3578,6609,XPN,*,F,차,*,*,*,*
참,2423,3579,6907,XPN,*,T,참,*,*,*,*
첫,2423,3579,4472,XPN,*,T,첫,*,*,*,*
초,2423,3578,4191,XPN,*,F,초,*,*,*,*
총,2423,3579,6034,XPN,*,T,총,*,*,*,*
최,2423,3578,4378,XPN,*,F,최,*,*,*,*
친,2423,3579,5445,XPN,*,T,친,*,*,*,*
캡,2423,3579,4487,XPN,*,T,캡,*,*,*,*
타,2423,3578,6734,XPN,*,F,타,*,*,*,*
탈,2423,3579,3898,XPN,*,T,탈,*,*,*,*
통,2423,3579,6816,XPN,*,T,통,*,*,*,*
폐,2423,3578,4792,XPN,*,F,폐,*,*,*,*
풋,2423,3579,4309,XPN,*,T,풋,*,*,*,*
피,2423,3578,5273,XPN,*,F,피,*,*,*,*
하,2423,3578,6456,XPN,*,F,하,*,*,*,*
한,2423,3579,5161,XPN,*,T,한,*,*,*,*
헛,2423,3579,3412,XPN,*,T,헛,*,*,*,*
헷,2423,3579,4392,XPN,*,T,헷,*,*,*,*
홀,2423,3579,5739,XPN,*,T,홀,*,*,*,*
