ㅓㅆ,2422,3576,4409,VX,*,F,ㅓㅆ,*,*,*,*
ㅕㅆ,2422,3576,4409,VX,*,F,ㅕㅆ,*,*,*,*
가,2422,3576,4202,VX,*,F,가,*,*,*,*
가지,2422,3576,767,VX,*,F,가지,*,*,*,*
갑,2422,3577,5525,VX,*,T,갑,*,*,*,*
갖,2422,3577,1911,VX,*,T,갖,*,*,*,*
걸걸,2422,3577,3565,VX,*,T,걸걸,*,*,*,*
계시,2422,3576,3159,VX,*,F,계시,*,*,*,*
굴,2422,3577,5610,VX,*,T,굴,*,*,*,*
그렇,2422,3577,7444,VX,*,T,그렇,*,*,*,*
기시,2422,3576,4748,VX,*,F,기시,*,*,*,*
나,2422,3576,4820,VX,*,F,나,*,*,*,*
나가,2422,3576,2085,VX,*,F,나가,*,*,*,*
나오,2422,3576,4996,VX,*,F,나오,*,*,*,*
나지,2422,3576,5980,VX,*,F,나지,*,*,*,*
내,2422,3576,3839,VX,*,F,내,*,*,*,*
내놓,2422,3577,5038,VX,*,T,내놓,*,*,*,*
내려,2422,3576,6482,VX,*,F,내려,*,*,*,*
넘어가,2422,3576,5755,VX,*,F,넘어가,*,*,*,*
넣,2422,3577,5498,VX,*,T,넣,*,*,*,*
놓,2422,3577,3275,VX,*,T,놓,*,*,*,*
달,2422,3577,4518,VX,*,T,달,*,*,*,*
달라,2422,3576,7219,VX,*,F,달라,*,*,*,*
대,2422,3576,4787,VX,*,F,대,*,*,*,*
대하,2422,3576,4273,VX,*,F,대하,*,*,*,*
도,2422,3576,7662,VX,*,F,도,*,*,*,*
되,2422,3576,6209,VX,*,F,되,*,*,*,*
두,2422,3576,4192,VX,*,F,두,*,*,*,*
드리,2422,3576,2367,VX,*,F,드리,*,*,*,*
들,2422,3577,6100,VX,*,T,들,*,*,*,*
들어가,2422,3576,4763,VX,*,F,들어가,*,*,*,*
들어내,2422,3576,4304,VX,*,F,들어내,*,*,*,*
들이,2422,3576,6358,VX,*,F,들이,*,*,*,*
듯하,2422,3576,4717,VX,*,F,듯하,*,*,*,*
디,2422,3576,6466,VX,*,F,디,*,*,*,*
디리,2422,3576,4409,VX,*,F,디리,*,*,*,*
때리,2422,3576,4558,VX,*,F,때리,*,*,*,*
마,2422,3576,5416,VX,*,F,마,*,*,*,*
마지않,2422,3577,2861,VX,*,T,마지않,*,*,*,*
만들,2422,3577,4854,VX,*,T,만들,*,*,*,*
만하,2422,3576,4393,VX,*,F,만하,*,*,*,*
말,2422,3577,4368,VX,*,T,말,*,*,*,*
말리,2422,3576,5130,VX,*,F,말리,*,*,*,*
먹,2422,3577,5660,VX,*,T,먹,*,*,*,*
못하,2422,3576,1948,VX,*,F,못하,*,*,*,*
못허,2422,3576,4409,VX,*,F,못허,*,*,*,*
못히,2422,3576,4409,VX,*,F,못히,*,*,*,*
묵,2422,3577,4858,VX,*,T,묵,*,*,*,*
뭇허,2422,3576,4409,VX,*,F,뭇허,*,*,*,*
바라,2422,3576,5943,VX,*,F,바라,*,*,*,*
바치,2422,3576,4741,VX,*,F,바치,*,*,*,*
버리,2422,3576,2834,VX,*,F,버리,*,*,*,*
번지,2422,3576,4499,VX,*,F,번지,*,*,*,*
법하,2422,3576,4446,VX,*,F,법하,*,*,*,*
베,2422,3576,5887,VX,*,F,베,*,*,*,*
벼리,2422,3576,4409,VX,*,F,벼리,*,*,*,*
보,2422,3576,3523,VX,*,F,보,*,*,*,*
보내,2422,3576,5487,VX,*,F,보내,*,*,*,*
보니,2422,3576,5582,VX,*,F,보니,*,*,*,*
보이,2422,3576,5702,VX,*,F,보이,*,*,*,*
본,2422,3577,6690,VX,*,T,본,*,*,*,*
봐,2422,3576,5250,VX,*,F,봐,*,*,*,*
뵈이,2422,3576,4409,VX,*,F,뵈이,*,*,*,*
부,2422,3576,7419,VX,*,F,부,*,*,*,*
부리,2422,3576,4787,VX,*,F,부리,*,*,*,*
부치,2422,3576,4580,VX,*,F,부치,*,*,*,*
불,2422,3577,6694,VX,*,T,불,*,*,*,*
붙,2422,3577,5901,VX,*,T,붙,*,*,*,*
브,2422,3576,4927,VX,*,F,브,*,*,*,*
블,2422,3577,4762,VX,*,T,블,*,*,*,*
비,2422,3576,6429,VX,*,F,비,*,*,*,*
